State,Facility,Number,Level 1,Level 2,Level 3,Not Convicted
Texas,LUBBOTX - LUBBOCK COUNTY JAIL,236,6%,3%,32%,58%
Texas,LUMBRTX - LUMBERTON POLICE DEPT.,1,100%,0%,0%,0%
Texas,LVOAKTX - LIVE OAK COUNTY SHERIFF,7,14%,0%,43%,43%
Texas,LWSVLTX - LEWISVILLE POLICE DEPT.,432,5%,4%,47%,44%
Texas,LYNNCTX - LYNN COUNTY SHERIFF,1,0%,0%,0%,100%
Texas,MADISTX - MADISON COUNTY SHERIFF,8,13%,0%,25%,63%
Texas,MANSFTX - MANSFIELD L.E. CENTER,182,2%,2%,29%,68%
Texas,MARIOTX - MARION COUNTY JAIL,1,0%,0%,0%,100%
Texas,MARTNTX - MARTIN COUNTY JAIL,3,0%,0%,0%,100%
Texas,MASONTX - MASON COUNTY JAIL,8,0%,0%,13%,88%
Texas,MATAGTX - MATAGORDA COUNTY SHERIFF,26,12%,8%,19%,62%
Texas,MAVERTX - MAVERICK COUNTY JAIL,210,5%,0%,10%,84%
Texas,MCCDCTX - MCCLENNAN COUNTY DETENTION CENTER,1,0%,0%,0%,100%
Texas,MCCLETX - MCLENNAN COUNTY JAIL,987,2%,1%,11%,86%
Texas,MCCULTX - MCCULLOUGH COUNTY JAIL,11,0%,0%,9%,91%
Texas,MCMULTX - MCMULLEN COUNTY JAIL,1,0%,0%,0%,100%
Texas,MDLTHTX - MIDLOTHIAN POLICE DEPT.,8,0%,0%,13%,88%
Texas,MEDINTX - MEDINA COUNTY JAIL,71,3%,0%,15%,82%
Texas,MIDLATX - MIDLAND DETENTION CENTER,271,4%,5%,19%,72%
Texas,MILAMTX - MILAM COUNTY SHERIFF,28,0%,14%,29%,57%
Texas,MILLSTX - MILLS COUNTY SHERIFF,6,0%,0%,17%,83%
Texas,MISSNTX - MISSION POLICE DEPT.,436,5%,5%,39%,51%
Texas,MNTGMTX - MONTGOMERY COUNTY SHERIFF,18,11%,11%,44%,33%
Texas,MOCTYTX - MISSOURI CITY POLICE DEPT.,10,0%,10%,20%,70%
Texas,MONTATX - MONTAGUE COUNTY JAIL,16,0%,19%,13%,69%
Texas,MONTGTX - MONTGOMERY COUNTY JAIL,861,6%,11%,44%,39%
Texas,MOORETX - MOORE COUNTY SHERIFF,89,6%,3%,18%,73%
Texas,MORRITX - MORRIS COUNTY JAIL,8,13%,0%,50%,38%
Texas,MOTLYTX - MOTLEY COUNTY SHERIFF,1,0%,0%,0%,100%
Texas,MRCDSTX - MERCEDES POLICE DEPT.,54,7%,11%,31%,50%
Texas,MSQTETX - MESQUITE POLICE DEPT.,129,3%,9%,43%,46%
Texas,MTCHLTX - MITCHELL COUNTY SHERIFF,3,0%,0%,67%,33%
Texas,NACOGTX - NACOGDOCHES COUNTY JAIL,145,8%,10%,37%,46%
Texas,NAVARTX - NAVARRO CO JUSTICE CTR,85,7%,5%,34%,54%
Texas,NAVSOTX - NAVASOTA POLICE DEPT.,1,0%,0%,0%,100%
Texas,NEWTOTX - NEWTON COUNTY CORR. CTR.,4,25%,0%,25%,50%
Texas,NOLANTX - NOLAN COUNTY SHERIFF,9,11%,22%,11%,56%
Texas,NRICHTX - NORTH RICHLAND HILLS JAIL,143,4%,5%,41%,50%
Texas,NSBAYTX - NASSAU BAY POLICE DEPT.,2,0%,0%,0%,100%
Texas,NUECETX - NUECES COUNTY JAIL,20,10%,5%,15%,70%
Texas,OCHILTX - OCHILTREE COUNTY SHERIFF,99,5%,3%,23%,69%
Texas,ODESSTX - ODESSA DETENTION CENTER,47,11%,17%,64%,9%
Texas,OLDHMTX - OLDHAM COUNTY SHERIFF,4,0%,25%,0%,75%
Texas,ORANGTX - ORANGE COUNTY SHERIFF,52,13%,6%,19%,62%
Texas,ORNGETX - ORANGE POLICE DEPT.,4,0%,0%,25%,75%
Texas,PALACTX - PALACIOS POLICE DEPT.,3,0%,67%,0%,33%
Texas,PANOLTX - PANOLA COUNTY JAIL,37,0%,3%,38%,59%
Texas,PARKRTX - PARKER COUNTY SHERIFF'S DEPT.,89,1%,0%,42%,57%
Texas,PARMRTX - PARMER COUNTY SHERIFF,76,1%,7%,34%,58%
Texas,PASADTX - PASADENA POLICE DEPT.,240,5%,9%,40%,47%
Texas,PCSCOTX - PECOS COUNTY L.E.C.,9,0%,11%,33%,56%
Texas,PCSHOLD - PECOS HOLD ROOM,7,0%,14%,43%,43%
Texas,PECOSTX - PECOS CRIMINAL JUSTICE CENTER,34,9%,9%,26%,56%
Texas,PHARRTX - PHARR POLICE DEPT.,261,7%,3%,36%,54%
Texas,PHNDLTX - PANHANDLE POLICE DEPT.,1,0%,0%,100%,0%
Texas,PIC - PORT ISABEL SPC,70,4%,0%,24%,71%
Texas,PLANOTX - PLANO POLICE DEPT.,287,5%,8%,30%,57%
Texas,PLMVWTX - PALMVIEW POLICE DEPT.,80,5%,8%,43%,45%
Texas,PNTGOTX - PANTEGO POLICE DEPT.,1,0%,0%,0%,100%
Texas,POLKCTX - POLK COUNTY JAIL,11,18%,0%,27%,55%
Texas,POTTRTX - POTTER COUNTY JAIL,214,2%,5%,18%,75%
Texas,PPNTOTX - PALO PINTO COUNTY JAIL,16,0%,6%,19%,75%
Texas,PRESITX - PRESIDIO COUNTY JAIL,16,0%,6%,38%,56%
Texas,PRGRSTX - PROGRESO POLICE DEPT.,1,0%,0%,0%,100%
Texas,PRLNDTX - PEARLAND POLICE DEPT.,55,5%,4%,44%,47%
Texas,PRYTNTX - PERRYTON POLICE DEPT.,1,0%,0%,0%,100%
Texas,PTISBTX - PORT ISABEL POLICE DEPT.,93,2%,3%,43%,52%
Texas,RAINSTX - RAINS COUNTY JAIL,2,0%,0%,0%,100%
Texas,RCHSNTX - RICHARDSON POLICE DEPT.,237,4%,4%,43%,49%
Texas,REAGNTX - REAGAN COUNTY L.E. CENTER,4,0%,0%,50%,50%
Texas,REALCTX - REAL COUNTY JAIL,6,0%,0%,0%,100%
Texas,REDETTX - REEVES COUNTY DET. CENTER,"3,451",34%,7%,53%,6%
Texas,REDRITX - RED RIVER COUNTY JAIL,14,21%,0%,57%,21%
Texas,REFUGTX - REFUGIO COUNTY SHERIFF,1,0%,100%,0%,0%
Texas,REJAITX - REEVES COUNTY JAIL,41,10%,7%,32%,51%
Texas,REJUVTX - REEVES CO. JUV. DET. CTR.,2,0%,50%,0%,50%
Texas,RGHOSTX - RIO GRANDE ST.HOSPITAL,1,0%,0%,0%,100%
Texas,RICECTX - RICE CITY POLICE DEPT.,1,0%,0%,100%,0%
Texas,RICHMTX - RICHMOND POLICE DEPT.,3,33%,0%,0%,67%
Texas,RNDLLTX - RANDALL COUNTY JAIL,93,8%,4%,22%,67%
Texas,ROBERTX - ROBERTSON COUNTY SHERIFF,6,0%,33%,50%,17%
Texas,ROBRTTX - ROBERTS COUNTY SHERIFF,1,0%,100%,0%,0%
Texas,ROCCOTX - ROCKWALL COUNTY JAIL,124,6%,2%,33%,58%
Texas,RSNBGTX - ROSENBERG POLICE DEPT.,1,0%,0%,0%,100%
Texas,RUNLSTX - RUNNELS COUNTY JAIL,2,0%,0%,50%,50%
Texas,RUSCOTX - RUSK COUNTY JAIL,85,2%,4%,38%,56%
Texas,RVRKSTX - RIVER OAKS POLICE DEPT.,9,22%,0%,44%,33%
Texas,RWLTTTX - ROWLETT POLICE DEPT.,22,0%,5%,41%,55%
Texas,SANANTX - SAN ANTONIO (CITY OF) MAGISTRATE,"1,546",4%,6%,38%,52%
Texas,SANAUTX - SAN AUGUSTINE POLICE DEPT.,4,0%,0%,0%,100%
Texas,SANPATX - SAN PATRICIO COUNTY JAIL,4,0%,0%,50%,50%
Texas,SANSBTX - SAN SABA COUNTY JAIL,24,4%,0%,8%,88%
Texas,SBNTOTX - SAN BENITO POLICE DEPT.,77,5%,4%,34%,57%
Texas,SCHLETX - SCHLEICHER COUNTY JAIL,2,50%,50%,0%,0%
Texas,SCTROTX - CASTRO COUNTY SHERIFF,19,0%,11%,21%,68%
Texas,SCURYTX - SCURRY COUNTY SHERIFF,13,15%,0%,23%,62%
Texas,SEBRKTX - SEABROOK POLICE DEPT.,3,0%,0%,100%,0%
Texas,SGNAWTX - SAGINAW POLICE DEPT.,4,0%,25%,75%,0%
Texas,SGRLNTX - SUGAR LAND POLICE DEPT.,31,3%,6%,39%,52%
Texas,SHELBTX - SHELBY COUNTY SHERIFF,13,8%,8%,8%,77%
Texas,SHERMTX - SHERMAN COUNTY SHERIFF,12,0%,0%,17%,83%
Texas,SJUANTX - SAN JUAN POLICE DEPT.,190,6%,4%,33%,57%
Texas,SLLVNTX - SULLIVAN CITY POLICE DEPT.,42,5%,2%,33%,60%
Texas,SMITHTX - SMITH COUNTY JAIL,205,3%,1%,35%,60%
Texas,SMRVLTX - SOMERVELL COUNTY SHERIFF'S DEPT.,4,0%,0%,50%,50%
Texas,SNAHOLD - SAN ANTONIO DRO HOLD ROOM,53,4%,17%,57%,23%
Texas,SNJACTX - SAN JACINTO COUNTY SHERIFF,9,0%,0%,0%,100%
Texas,SNTFETX - SANTA FE POLICE DEPT.,2,0%,0%,0%,100%
Texas,SOHOUTX - SOUTH HOUSTON POLICE DEPT,18,6%,0%,61%,33%
Texas,SOMVLTX - SOMERVILLE POLICE DEPT.,6,0%,0%,0%,100%
Texas,SPIPDTX - SOUTH PADRE ISLAND POLICE DEPT.,47,11%,4%,23%,62%
Texas,SPVLYTX - SPRING VALLEY POLICE DEPT.,1,0%,0%,0%,100%
Texas,STARRTX - STARR COUNTY JAIL,872,5%,2%,24%,70%
Texas,STCDFTX - SOUTH TEXAS DETENTION COMPLEX,9,11%,33%,44%,11%
Texas,STFRDTX - STAFFORD POLICE DEPT.,1,0%,0%,0%,100%
Texas,STPHNTX - STEPHENS COUNTY SHERIFF,4,0%,0%,50%,50%
Texas,SUTTOTX - SUTTON COUNTY JAIL,1,100%,0%,0%,0%
Texas,SWICHTX - SWISHER COUNTY SHERIFF,2,50%,0%,0%,50%
Texas,SWKBRTX - SOUTHWEST KEY #946,2,0%,0%,0%,100%
Texas,SWKEPTX - SOUTHWEST KEY CASITA EL PASO,1,100%,0%,0%,0%
Texas,TARRATX - TARRANT COUNTY JAIL,966,7%,7%,38%,48%
Texas,TAYLOTX - TAYLOR COUNTY ADULT DET.,46,15%,11%,26%,48%
Texas,TEMPDTX - TEMPLE P.D.,2,0%,0%,0%,100%
Texas,TERELTX - TERRELL COUNTY JAIL,3,0%,0%,67%,33%
Texas,TERRYTX - TERRY COUNTY JAIL,12,8%,0%,25%,67%
Texas,TFTPDTX - TAFT POLICE DEPT.,3,0%,0%,33%,67%
Texas,TGREETX - TOM GREEN CTY JAIL,95,4%,3%,28%,64%
Texas,TITUSTX - TITUS COUNTY JAIL,164,7%,2%,28%,63%
Texas,TOMBLTX - TOMBALL POLICE DEPT.,6,0%,0%,67%,33%
Texas,TRAVITX - TRAVIS CTY JAIL,"5,507",3%,3%,21%,73%
Texas,TRNTYTX - TRINITY POLICE DEPT.,7,14%,0%,29%,57%
Texas,TXAHOLD - TEXARKANA HOLDROOM,1,0%,0%,0%,100%
Texas,TXBEEVI - TDC-BEEVILLE,2,0%,0%,0%,100%
Texas,TXCOTUL - TDC-COTULLA,2,0%,0%,0%,100%
Texas,TXDCMAR - TDC-MARLIN TEXAS,2,50%,0%,0%,50%
Texas,TXDCWOM - TDC/WOMENS,99,28%,9%,41%,21%
Texas,TXDOMIN - TDC-DOMINGUEZ UNIT,82,2%,5%,30%,62%
Texas,TXGOREE - TEXAS DCJ - GOREE UNIT,177,38%,5%,15%,42%
Texas,TXGRZAW - GARZA WEST TRANSFER FACILITY,"1,046",10%,3%,24%,62%
Texas,TXGURNY - GURNEY TRANSFER FACILITY,439,11%,3%,27%,60%
Texas,TXHOLLI - HOLLIDAY TRANSFER UNIT,983,23%,3%,31%,43%
Texas,TXHUNTS - HUNTSVILLE STATE P.,"2,761",35%,5%,39%,22%
Texas,TXJBYRD - JAMES H. BYRD FACILITY,78,10%,4%,22%,64%
Texas,TXLYCHN - TDC - PAM LYCHNER,910,12%,15%,58%,15%
Texas,TXLYNAH - TEXAS DOC - LYNAUGH UNIT,4,25%,0%,0%,75%
Texas,TXMDDLE - TEXAS DOC - MIDDLETON UNIT,594,9%,2%,22%,67%
Texas,TXPLANE - LUCILLE PLANE STATE JAIL,105,12%,10%,34%,43%
Texas,TXROSAF - ROGELIO SANCHEZ FACILITY,4,0%,25%,75%,0%
Texas,TXSJNEY - JOE NEY SA (HF/85),2,0%,0%,0%,100%
Texas,TXSJWDM - LINDA WOODMANSJF,13,0%,0%,31%,69%
Texas,TXSMITH - TEXAS DOC - SMITH UNIT,2,0%,0%,0%,100%
Texas,TXTRVIS - TRAVIS COUNTY STATE JAIL,36,8%,6%,33%,53%
Texas,TYLERTX - TYLER COUNTY SHERIFF,18,0%,6%,17%,78%
Texas,UPSHUTX - UPSHUR COUNTY JAIL,14,7%,0%,36%,57%
Texas,UPTONTX - UPTON COUNTY L.E.C.,3,0%,0%,0%,100%
Texas,"USMABTX - US MARSHAL, ABILENE, NDTX",2,50%,0%,50%,0%
Texas,"USMALTX - US MARSHALS, ALPINE TX",1,0%,0%,100%,0%
Texas,"USMDLTX - US MARSHAL, DALLAS, NDTX",185,14%,4%,26%,57%
Texas,"USMFWTX - US MARSHAL, FT WORTH, NDTX",61,20%,3%,39%,38%
Texas,"USMLBTX - US MARSHAL, LUBBOCK, NDTX",8,25%,0%,25%,50%
Texas,"USMMDTX - US MARSHALS, MIDLAND TX",118,11%,6%,58%,25%
Texas,"USMMSTX - US MARSHAL, MARSHALL, EDTX",3,0%,0%,33%,67%
Texas,"USMNDTX - US MARSHALS, N DISTRICT TX",20,15%,5%,45%,35%
Texas,"USMPCTX - US MARSHALS, PECOS TX",5,0%,40%,60%,0%
Texas,"USMPLTX - US MARSHAL, PLANO, EDTX",35,17%,0%,31%,51%
Texas,"USMS1TX - US MARSHALS, S. DIST.,TX",136,9%,2%,26%,63%
Texas,USMS2TX - US MARSHALS SDTX,233,20%,6%,67%,6%
Texas,USMS3TX - US MARSHALS SDTX,558,15%,9%,72%,4%
Texas,"USMSDTX - US MARSHAL, SOUTHERN DISTRICT, TX",824,35%,9%,46%,10%
Texas,"USMSHTX - US MARSHAL, SHERMAN, EDTX",53,25%,2%,17%,57%
Texas,"USMTXTX - US MARSHAL, TEXARKANA, EDTX",4,25%,0%,25%,50%
Texas,"USMTYTX - US MARSHAL, TYLER, EDTX",34,18%,6%,12%,65%
Texas,"USMW1TX - US MARSHALS,WEST.DIST.,TX",376,21%,10%,61%,8%
Texas,"USMW2TX - US MARSHALS, W. DIST.,TX",50,12%,0%,38%,50%
Texas,"USMWFTX - US MARSHAL, WICHITA FALLS, NDTX",2,0%,0%,100%,0%
Texas,UVALDTX - UVALDE COUNTY JAIL,28,0%,4%,7%,89%
Texas,VALVETX - VAL VERDE DETENTION CENTER,106,3%,0%,11%,86%
Texas,VICTOTX - VICTORIA COUNTY JAIL,7,14%,14%,14%,57%
Texas,VZNDTTX - VAN ZANDT COUNTY SHERIFF'S DEPT.,37,3%,3%,27%,68%
Texas,WACLATX - WACKENHUT FACILITY,15,7%,20%,47%,27%
Texas,WALKETX - WALKER COUNTY JAIL,70,6%,4%,30%,60%
Texas,WALLRTX - WALLER COUNTY SHERIFF,105,3%,3%,37%,57%
Texas,"WARCOTX - WARD CTY JAIL, MONAHANS",6,0%,0%,50%,50%
Texas,WASHITX - WASHINGTON COUNTY SHERIFF,122,4%,3%,51%,42%
Texas,WBSTRTX - CITY OF WEBSTER POLICE DEPT.,27,7%,11%,33%,48%
Texas,WCCBXTX - BEXAR COUNTY WACKENHUT ANNUAL DET.,3,0%,0%,0%,100%
Texas,WCTHOLD - WACO DRO HOLD ROOM,5,40%,20%,20%,20%
Texas,WDVILTX - WOODVILLE POLICE DEPT.,1,0%,0%,0%,100%
Texas,WEBCOTX - WEBB COUNTY JAIL,"2,350",1%,0%,5%,93%
Texas,WHARTTX - WHARTON COUNTY JAIL,51,8%,2%,31%,59%
Texas,WHEELTX - WHEELER COUNTY SHERIFF,9,0%,0%,22%,78%
Texas,WICHTTX - WICHITA COUNTY JAIL,50,6%,6%,38%,50%
Texas,WILACTX - WILLACY COUNTY SHERIFF,50,4%,4%,18%,74%
Texas,WILLCTX - WILLACY COUNTY DETENTION CENTER,28,11%,0%,4%,86%
Texas,WILLITX - WILLIAMSON COUNTY JAIL,"1,226",2%,1%,8%,89%
Texas,WILSOTX - WILSON COUNTY JAIL,40,0%,0%,18%,83%
Texas,WINCOTX - WINKLER COUNTY JAIL,11,18%,0%,55%,27%
Texas,WISCOTX - WISE COUNTY JAIL,33,9%,3%,21%,67%
Texas,WOODCTX - WOOD COUNTY JAIL,26,0%,0%,8%,92%
Texas,WSLACTX - WESLACO POLICE DEPT.,171,3%,11%,41%,46%
Texas,WSTWTTX - WESTWORTH POLICE DEPT.,6,0%,0%,83%,17%
Texas,WTXDFTX - WEST TEXAS DETENTION FACILITY,44,59%,7%,27%,7%
Texas,WUVPLTX - WEST UNIVERSITY PLACE POLICE DEPT.,1,0%,0%,0%,100%
Texas,WYLIETX - WYLIE POLICE DEPT.,1,0%,0%,0%,100%
Texas,YOAKUTX - YOAKUM COUNTY JAIL,15,0%,0%,20%,80%
Texas,YOKUMTX - YOAKUM POLICE DEPT.,2,0%,50%,0%,50%
Texas,YOUNGTX - YOUNG COUNTY SHERIFF,12,0%,0%,25%,75%
Texas,ZAPCOTX - ZAPATA COUNTY JAIL,156,1%,1%,4%,95%
Texas,ZAVCOTX - ZAVALA COUNTY JAIL,17,0%,0%,6%,94%
Unknown,,402,13%,5%,30%,51%
Unknown,EDCHOLD - EDEN HOLD ROOM,1,0%,100%,0%,0%
Unknown,NOLHOLD - NOL D D & P,54,0%,0%,11%,89%
Unknown,OTHER - OTHER-OTHER FACILITY,"15,243",9%,4%,23%,65%
Unknown,SPGHOLD - SPRINGFIELD DRO HOLD,4,0%,0%,25%,75%
Unknown,TEST - TEST FACILITY,1,0%,0%,0%,100%
Utah,BEAVRUT - BEAVER COUNTY JAIL,8,25%,0%,50%,25%
Utah,BOXELUT - BOX ELDER CO. JAIL,23,4%,9%,48%,39%
Utah,CACHEUT - CACHE CO. JAIL,112,7%,7%,43%,43%
Utah,DAVISUT - DAVIS CO. JAIL,124,14%,2%,35%,49%
Utah,GARFIUT - GARFIELD COUNTY JAIL,2,0%,0%,100%,0%
Utah,"IRONCUT - IRON COUNTY, UT STATE COR",48,17%,13%,46%,25%
Utah,JUABCUT - JUAB COUNTY JAIL,27,0%,11%,30%,59%
Utah,KANECUT - KANE COUNTY JAIL,4,25%,0%,0%,75%
Utah,MILLAUT - MILLARD CO. JAIL,53,6%,9%,30%,55%
Utah,SANPEUT - SANPETE COUNTY JAIL,19,0%,0%,47%,53%
Utah,SEVIEUT - SEVIER COUNTY JAIL,36,6%,8%,22%,64%
Utah,SLCHOLD - SALT LAKE CITY HOLD ROOM,21,19%,5%,14%,62%
Utah,SLOXBUT - SALT LAKE COUNTY - OXBOW,3,0%,0%,67%,33%
Utah,SLSLCUT - SALT LAKE COUNTY JAIL,"1,480",14%,5%,38%,43%
Utah,SUMMIUT - SUMMIT COUNTY JAIL,199,5%,7%,43%,46%
Utah,TOOELUT - TOOELE COUNTY JAIL,14,14%,0%,43%,43%
Utah,UINTCUT - UINTAH COUNTY JAIL,78,0%,5%,36%,59%
Utah,UTAHCUT - UTAH COUNTY JAIL,548,8%,4%,39%,49%
Utah,UTSPDRA - UTAH STATE PRISON,62,27%,2%,13%,58%
Utah,WASATUT - WASATCH COUNTY JAIL,36,6%,0%,42%,53%
Utah,WASHCUT - WASHINGTON COUNTY JAIL,203,21%,7%,50%,22%
Utah,WEBERUT - WEBER COUNTY JAIL,306,11%,4%,48%,37%
Vermont,ADDCOVT - ADDISON COUNTY JAIL,1,0%,100%,0%,0%
Vermont,ORLEAVT - ORLEANS COUNTY JAIL,1,0%,0%,100%,0%
Vermont,"USMVT - US MARSHAL'S, VERMONT",4,25%,0%,25%,50%
Vermont,VTCHTDN - CHITTENDEN REG. COR. FACILITY,2,0%,0%,0%,100%
Vermont,VTDCOR2 - VT DEPT OF CORR/NORTHERN STATE BOS,1,0%,0%,0%,100%
Vermont,VTDCORR - VT. DEPT. OF CORRECTIONS,5,20%,0%,20%,60%
Vermont,VTSTALB - NORTHWEST STATE CORRECTIONAL CTR.,6,17%,0%,17%,67%
Virgin Islands,CHAHOLD - CHARLOTTE AMALIE HOLDROOM,2,0%,0%,0%,100%
Virgin Islands,STCGOVI - ST X GOLDEN GROVE,23,26%,9%,4%,61%
Virgin Islands,STTCJVI - ST T CRIMINAL JUST COMPLX,31,6%,0%,10%,84%
Virginia,ABIRJVA - B.R.R.J. ABINGDON,18,6%,28%,61%,6%
Virginia,ACCMKVA - ACCOMACK COUNTY JAIL,87,6%,13%,43%,39%
Virginia,ALBEMVA - ALBEMARLE-CHARLOTTSVILLE,166,5%,8%,45%,42%
Virginia,ALEXAVA - ALEXANDRIA CITY JAIL,322,10%,11%,46%,33%
Virginia,ALLEGVA - ALLEGHANY COUNTY JAIL,13,8%,0%,54%,38%
Virginia,AMHERVA - AMHERST COUNTY JAIL,2,0%,0%,50%,50%
Virginia,APMTXVA - APPOMATTOX COUNTY JAIL,2,0%,0%,100%,0%
Virginia,ARLCOVA - ARLINGTON CO JAIL,527,7%,11%,46%,35%
Virginia,AUGCOVA - AUGUSTA CO JAIL,3,33%,0%,0%,67%
Virginia,BEDRJVA - B.R.R.J. BEDFORD,10,0%,20%,60%,20%
Virginia,BOPLEE - U.S.P. LEE,84,33%,2%,19%,45%
Virginia,BOPPET - PETERSBURG FED.CORR.INST.,18,72%,11%,17%,0%
Virginia,BRSTLVA - BRISTOL CITY JAIL,11,0%,18%,36%,45%
Virginia,BTTRTVA - BOTETOURT COUNTY JAIL,7,0%,14%,57%,29%
Virginia,CHARLVA - CHARLOTTE CO. SHERIFF,5,0%,0%,80%,20%
Virginia,CHFLDVA - CHESTERFIELD CO. JAIL,519,5%,7%,60%,28%
Virginia,CHRLTVA - CHARLOTTE COUNTY JAIL,2,0%,0%,50%,50%
Virginia,CHSPKVA - CHESAPEAKE CITY JAIL,125,6%,4%,42%,48%
Virginia,CMPRJVA - B.R.R.J. CAMPBELL,10,0%,10%,60%,30%
Virginia,CULPEVA - CULPEPER CO. ADULT DET. CENTER,111,3%,8%,42%,47%
Virginia,CVREGVA - CENTRAL VA REGIONAL JAIL,48,6%,0%,44%,50%
Virginia,DANFMVA - DANVILLE CITY JAIL FARM,1,100%,0%,0%,0%
Virginia,DANVIVA - DANVILLE CITY JAIL,25,20%,0%,52%,28%
Virginia,DUFRJVA - B.R.R.J. DUFFIELD,17,6%,6%,71%,18%
Virginia,ESREGVA - EASTERN SHORE REGIONAL JAIL,19,5%,0%,47%,47%
Virginia,FAICOVA - FAIRFAX CO JAIL,"1,326",7%,11%,49%,33%
Virginia,FAUCOVA - FAUQUIER COUNTY ADULT DET. CTR,91,3%,5%,64%,27%
Virginia,FRANKVA - FRANKLIN COUNTY JAIL,30,0%,7%,70%,23%
Virginia,FXADCVA - FAIRFAX CO. ADULT DETENTION CENTER,491,8%,10%,46%,35%
Virginia,HBGHOLD - HARRISONBURG HOLD ROOM,2,0%,0%,50%,50%
Virginia,HENRIVA - HENRICO COUNTY JAIL,312,5%,8%,61%,26%
Virginia,HENRYVA - HENRY COUNTY JAIL,48,17%,4%,44%,35%
Virginia,HLFRJVA - B.R.R.J. HALIFAX,12,8%,0%,67%,25%
Virginia,HMPTNVA - HAMPTON CITY JAIL,34,6%,15%,24%,56%
Virginia,HRREGVA - HAMPTON ROADS REGIONAL JAIL,12,17%,8%,25%,50%
Virginia,LOUCOVA - LOUDOUN COUNTY,568,7%,9%,54%,30%
Virginia,LYNRJVA - B.R.R.J. LYNCHBURG,28,11%,11%,68%,11%
Virginia,MECKLVA - MECKLENBURG COUNTY SHERIFF,5,0%,20%,60%,20%
Virginia,MONTGVA - MONTGOMERY COUNTY JAIL,71,0%,1%,77%,21%
Virginia,MPRSCVA - MIDDLE PENINSULA REGIONAL JAIL,16,6%,6%,38%,50%
Virginia,MRNRJVA - MEHERRIN RIVER REGIONAL JAIL,2,0%,0%,0%,100%
Virginia,MRNRJVA - MEHERRIN RIVER REJIONAL JAIL,6,0%,17%,50%,33%
Virginia,MRREGVA - MIDDLE RIVER REGIONAL JAIL,44,7%,2%,41%,50%
Virginia,MRTNVVA - MARTINSVILLE COUNTY JAIL,8,0%,0%,88%,13%
Virginia,NNREGVA - NORTHERN NECK REG. JAIL,39,10%,5%,54%,31%
Virginia,NORFOVA - NORFOLK CITY JAIL,113,6%,5%,41%,48%
Virginia,NPNWSVA - NEWPORT NEWS CITY JAIL,111,3%,5%,42%,50%
Virginia,NRVRJVA - NEW RIVER VALLEY REG. JAIL,118,8%,5%,58%,28%
Virginia,NWREGVA - NORTHWEST REG. ADULT DET.,208,10%,3%,40%,48%
Virginia,PAMREVA - PAMUNKEY REG JAIL,107,2%,3%,55%,40%
Virginia,PCRJBVA - PEUMANSEND CREEK REGIONAL JAIL,2,0%,0%,0%,100%
Virginia,PITTSVA - PITTSYLVANIA COUNTY JAIL,15,0%,33%,7%,60%
Virginia,PMREGVA - PIEDMONT REG JAIL,24,17%,4%,54%,25%
Virginia,PORTSVA - PORTSMOUTH CITY JAIL,16,0%,0%,31%,69%
Virginia,PTRCKVA - PATRICK COUNTY JAIL,7,0%,0%,71%,29%
Virginia,PWILLVA - PRINCE WILLIAM,"1,797",4%,7%,56%,33%
Virginia,RAPPSVA - RAPP SEC CENTER,282,7%,9%,55%,28%
Virginia,RICHMVA - RICHMOND CITY JAIL,372,5%,6%,52%,37%
Virginia,ROANOVA - ROANOKE COUNTY JAIL,60,12%,8%,68%,12%
Virginia,ROCKBVA - ROCKBRIDGE,25,0%,4%,44%,52%
Virginia,ROCKIVA - ROCKINGHAM CO. JAIL,186,13%,13%,34%,40%
Virginia,RONKEVA - ROANOKE CITY JAIL,196,7%,7%,60%,27%
Virginia,RSREGVA - RIVERSIDE REG JAIL,53,4%,6%,57%,34%
Virginia,SHAMPVA - SOUTHAMPTON COUNTY JAIL,1,0%,0%,100%,0%
Virginia,SHECOVA - SHENANDOAH CO JAIL,29,10%,10%,45%,34%
Virginia,SWRJJVA - SOUTHWEST REGIONAL JAIL-JONESVILLE,16,6%,0%,44%,50%
Virginia,TAZRJVA - B.R.R.J. TAZEWELL,3,0%,0%,100%,0%
Virginia,"USMEDVA - US MARSHALS, E. DIST. VA",162,27%,10%,51%,12%
Virginia,"USMNOR - US MARSHAL-NORFOLK, VA",64,20%,13%,56%,11%
Virginia,"USMRCM - US MARSHAL-RICHMOND, VA",54,24%,20%,46%,9%
Virginia,"USMWDVA - US MARSHALS, W. DIST. VA",20,10%,15%,50%,25%
Virginia,VAAMHER - AMHERST ADULT DETENTION CENTER,22,5%,0%,41%,55%
Virginia,VABLAND - BLAND CORRECTIONAL CENTER,1,100%,0%,0%,0%
Virginia,VABTTRT - BOTETOURT CORR. CENTER,1,0%,0%,0%,100%
Virginia,VADCORR - VA. DEPT OF CORRECTIONS,111,60%,10%,22%,8%
Virginia,VAINDIN - INDIAN CREEK CORRECTIONAL CENTER,1,0%,100%,0%,0%
Virginia,VAPWHTN - POWHATAN CORRECTIONAL CENTER,2,50%,50%,0%,0%
Virginia,VARSTBG - RUSTBURG CORR. UNIT #9,1,0%,0%,100%,0%
Virginia,VASTBRD - ST. BRIDES CORRECTIONAL CENTER,3,0%,33%,0%,67%
Virginia,VIRBEVA - VIRGINIA BEACH,230,5%,3%,45%,47%
